original_title,cast,director,keywords,runtime,genres,production_companies,release_date,release_year,budget_adj,revenue_adj,profit
Vacation,Ed Helms|Christina Applegate|Skyler Gisondo|Steele Stebbins|Chris Hemsworth,John Francis Daley|Jonathan M. Goldstein,route 66|grand canyon|cow|vacation|road trip,99.0,Adventure|Comedy,New Line Cinema|BenderSpink|David Dobkin Productions,2015-07-28,2015,28519987.4512055,96033410.7052992,67513423.2540937
Poltergeist,Sam Rockwell|Rosemarie DeWitt|Saxon Sharbino|Kyle Catlett|Kennedi Clements,Gil Kenan,poltergeist|haunted house|remake|duringcreditsstinger,93.0,Horror|Thriller,Ghost House Pictures|Vertigo Entertainment|Metro-Goldwyn-Mayer (MGM)|TSG Entertainment,2015-05-20,2015,32199985.8320062,87802915.846717,55602930.0147108
Maggie,Arnold Schwarzenegger|Abigail Breslin|Joely Richardson|Laura Cayouette|J.D. Evermore,Henry Hobson,post-apocalyptic|dystopia|zombies,95.0,Horror,Lionsgate|Grindstone Entertainment Group|Silver Reel|Sly Predator|Matt Baer Films,2015-05-08,2015,3679998.38080071,172142.964257095,-3507855.416543615
Equals,Kristen Stewart|Nicholas Hoult|Guy Pearce|Jacki Weaver|Bel Powley,Drake Doremus,illustrator|sex scene|near future|infected|emotions,101.0,Drama|Romance|Science Fiction,Scott Free Productions|Infinite Frameworks Studios|Freedom Media|Route One Entertainment,2015-09-04,2015,36889069.20400227,1839999.19040035,1839999.19040035
Child 44,Tom Hardy|Gary Oldman|Noomi Rapace|Joel Kinnaman|Paddy Considine,Daniel Espinosa,murder|serial killer|military|chili|soviet union,137.0,Crime|Thriller,Summit Entertainment|Scott Free Productions|Worldview Entertainment,2015-03-15,2015,45999979.7600089,3058382.2543118,-42941597.5056971
The Gift,Jason Bateman|Rebecca Hall|Joel Edgerton|David Denman|Beau Knapp,Joel Edgerton,detective|stalker|gift|bully|psychological thriller,108.0,Thriller|Mystery,Blumhouse Productions|Blue-Tongue Films|STX Entertainment|Ahimsa Films,2015-07-30,2015,4599997.97600089,54260336.8854517,49660338.90945081
Daddy's Home,Will Ferrell|Mark Wahlberg|Linda Cardellini|Thomas Haden Church|Hannibal Buress,Sean Anders,daddys home,96.0,Comedy,Paramount Pictures|Gary Sanchez Productions|Good Universe|Red Granite Pictures,2015-12-25,2015,45999979.7600089,221131463.342156,175131483.5821471
Mythica: The Necromancer,Melanie Stone|Adam Johnson|Kevin Sorbo|Nicola Posener|Jake Stormoen,A. Todd Smith,sword|magic|sorcery|necromancer,102.3638545320288,Fantasy|Action|Adventure,Arrowstorm Entertainment|Camera 40 Productions|Bellpond Films,2015-12-19,2015,36889069.20400227,115100887.62834093,0.0
Vice,Ambyr Childers|Thomas Jane|Bryan Greenberg|Bruce Willis|Johnathon Schaech,Brian A Miller,artificial intelligence|android|self-awareness|mercenary|virtual reality,96.0,Thriller|Science Fiction|Action|Adventure,Grindstone Entertainment Group|K5 International|Emmett/Furla Films|Aperture Entertainment,2015-01-16,2015,9199995.95200178,115100887.62834093,-9199995.95200178
The Little Prince,Jeff Bridges|Rachel McAdams|Paul Rudd|Marion Cotillard|James Franco,Mark Osborne,philosophy|utopia|airplane|adventure|dystopia,92.0,Adventure|Animation|Fantasy,Onyx Films|Orange Studios|CityMation|On Entertainment|Zippcast Films,2015-07-29,2015,58879974.0928114,89765510.5031753,30885536.410363905
Alvin and the Chipmunks: The Road Chip,Jason Lee|Justin Long|Bella Thorne|Matthew Gray Gubler|Jesse McCartney,Walt Becker,chipmunk|cgi|talking animal|aftercreditsstinger|duringcreditsstinger,92.0,Adventure|Animation|Comedy|Family,Regency Enterprises|Fox 2000 Pictures|Sunswept Entertainment|Bagdasarian Productions|TSG Entertainment,2015-12-17,2015,36889069.20400227,215055014.135793,215055014.135793
The Dressmaker,Kate Winslet|Liam Hemsworth|Caroline Goodall|Judy Davis|Hayley Magnus,Jocelyn Moorhouse,based on novel|australia|dressmaker|hometown|woman director,118.0,Drama,Amazon Studios|Film Art Media|Apollo Media,2015-10-01,2015,10975595.1707381,16872792.5759712,5897197.405233102
The DUFF,Mae Whitman|Robbie Amell|Bella Thorne|Bianca A. Santos|Skyler Samuels,Ari Sandel,high school|teenager|popularity|high school senior|teen comedy,100.0,Romance|Comedy,Wonderland Sound and Vision|CBS Films|Vast Entertainment,2015-02-20,2015,7819996.55920151,40046325.6596167,32226329.100415193
Sinister 2,Shannyn Sossamon|James Ransone|Tate Ellington|Nicholas King|Lucas Jade Zumann,Ciaran Foy,haunted house|sequel|twins,97.0,Horror,Alliance Films|Blumhouse Productions|IM Global|Automatik Entertainment|Entertainment One,2015-08-19,2015,9199995.95200178,48651435.1533685,39451439.20136672
Paul Blart: Mall Cop 2,Kevin James|Raini Rodriguez|Eduardo VerÃ¡stegui|Daniella Alonso|Neal McDonough,Andy Fickman,shopping mall|las vegas nevada|security guard,94.0,Action|Adventure|Comedy|Family,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Sony Pictures Home Entertainment|Sony Pictures Entertainment (SPE),2015-04-16,2015,27599987.8560053,98989419.0846556,71389431.2286503
Frozen Fever,Kristen Bell|Idina Menzel|Jonathan Groff|Josh Gad|Chris Williams,Chris Buck|Jennifer Lee,sister sister relationship|birthday|song|birthday party|flu,8.0,Adventure|Animation|Family,Walt Disney Pictures|Walt Disney Animation Studios,2015-03-09,2015,36889069.20400227,115100887.62834093,0.0
High-Rise,Tom Hiddleston|Sienna Miller|Jeremy Irons|Luke Evans|Elisabeth Moss,Ben Wheatley,skyscraper|high rise,119.0,Action|Drama|Science Fiction,Ingenious Media|HanWay Films|Scope Pictures|Recorded Picture Company (RPC)|Northern Ireland Screen,2015-09-26,2015,36889069.20400227,115100887.62834093,0.0
The Boy Next Door,Jennifer Lopez|Ryan Guzman|Ian Nelson|John Corbett|Kristin Chenoweth,Rob Cohen,male nudity|female nudity|sex|adultery|infidelity,91.0,Thriller,Universal Pictures|Nuyorican Productions|Blumhouse Productions|Smart Entertainment,2015-01-23,2015,3679998.38080071,46150034.4539848,42470036.07318409
Spooks: The Greater Good,Peter Firth|Kit Harington|Jennifer Ehle|Lara Pulver|Elyes Gabel,Bharat Nalluri,corruption|terrorist|explosive|police|kidnapping,104.0,Thriller|Action,BBC Films|Isle of Man Film|Shine Pictures|Kudos Film and Television|Pinewood Pictures,2015-04-11,2015,36889069.20400227,115100887.62834093,0.0
Entourage,Jeremy Piven|Adrian Grenier|Jerry Ferrara|Kevin Connolly|Kevin Dillon,Doug Ellin,friendship|hollywood|movie star|entourage,104.0,Comedy,Warner Bros.|Closest to the Hole Productions,2015-06-03,2015,27599987.8560053,45322311.7381828,17722323.8821775
The Wedding Ringer,Kevin Hart|Josh Gad|Kaley Cuoco|Affion Crockett|Jorge Garcia,Jeremy Garelick,male friendship|impersonator|wedding|lying|best man,101.0,Comedy,Miramax Films|Screen Gems|LStar Capital,2015-01-16,2015,21159990.689604,73415857.2970227,52255866.6074187
Scouts Guide to the Zombie Apocalypse,Tye Sheridan|Logan Miller|Joey Morgan|Sarah Dumont|David Koechner,Christopher B. Landon,female nudity|shotgun|nudity|strip club|party,93.0,Comedy|Horror,Paramount Pictures|Oops Doughnuts Productions|Broken Road Productions|Brucks Entertainment,2015-10-23,2015,13799993.9280026,13671898.7043645,-128095.22363810055
The Visit,Olivia DeJonge|Ed Oxenbould|Kathryn Hahn|Benjamin Kanes|Deanna Dunagan,M. Night Shyamalan,rap|pennsylvania|brother sister relationship|farm|grandparents,94.0,Horror|Thriller,Blumhouse Productions|Blinding Edge Pictures,2015-09-10,2015,4599997.97600089,90574017.1874324,85974019.2114315
Black Mass,Johnny Depp|Joel Edgerton|Benedict Cumberbatch|Dakota Johnson|Kevin Bacon,Scott Cooper,boston|based on true story|organized crime,122.0,Crime|Drama,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment,2015-09-04,2015,48759978.5456094,91793583.3708233,43033604.825213894
Heist,Jeffrey Dean Morgan|Robert De Niro|Kate Bosworth|Dave Bautista|Gina Carano,Scott Mann,casino|robbery|bus hijacking|heist,93.0,Crime|Action|Thriller,Emmett/Furla Films|Silver Plane Films|Mass Hysteria Entertainment|Tri Vision Pictures,2015-11-13,2015,8187996.39728158,46125.0997049561,-8141871.297576624
Krampus,Adam Scott|Toni Collette|Allison Tolman|David Koechner|Emjay Anthony,Michael Dougherty,fire|winter|santa claus|snow storm|christmas tree,98.0,Horror|Comedy|Fantasy,Universal Pictures|Legendary Pictures,2015-11-26,2015,13799993.9280026,56624785.5250943,42824791.597091705
Dark Places,Charlize Theron|Nicholas Hoult|Christina Hendricks|ChloÃ« Grace Moretz|Tye Sheridan,Gilles Paquet-Brenner,prison|based on novel|brother sister relationship|satanism|witness,113.0,Drama|Mystery|Thriller,Denver and Delilah Productions|Mandalay Vision|Exclusive Media Group|Hugo Productions|Cuatro Plus Films,2015-03-31,2015,18399991.9040035,191900.875563614,-18208091.028439887
No Escape,Owen Wilson|Lake Bell|Pierce Brosnan|Sterling Jerins|Spencer Garrett,John Erick Dowdle,coup|american|family|foreign,103.0,Action|Thriller,Bold Films|Living Films|Brothers Dowdle Productions,2015-08-26,2015,4599997.97600089,50065340.2112503,45465342.23524941
Dope,Shameik Moore|Kiersey Clemons|Tony Revolori|ZoÃ« Kravitz|Chanel Iman,Rick Famuyiwa,california|hip-hop|harvard university|geek|coming of age,103.0,Crime|Drama|Comedy,Forest Whitaker's Significant Productions|Revolt Films|IamOTHER Entertainment,2015-06-19,2015,643999.716640124,16547831.2389542,15903831.522314075
American Ultra,Jesse Eisenberg|Kristen Stewart|Topher Grace|Connie Britton|Walton Goggins,Nima Nourizadeh,memory loss|stoner|black ops,96.0,Comedy|Action,Concorde Filmverleih|Likely Story|FilmNation Entertainment|Circle of Confusion|The Bridge Finance Company,2015-08-19,2015,25759988.6656049,25951426.7813722,191438.11576730013
Woman in Gold,Helen Mirren|Ryan Reynolds|Tatiana Maslany|Katie Holmes|Max Irons,Simon Curtis,nazis|art|stolen painting,120.0,Drama,BBC Films|Origin Pictures,2015-04-10,2015,10119995.5472019,56690166.2163268,46570170.6691249
The Scorpion King: The Lost Throne,Victor Webster|Ellen Hollman|Barry Bostwick|Will Kemp|M. Emmet Walsh,Mike Elliott,magic|fantasy|steampunk|dragon,105.0,Action|Fantasy|Adventure,Universal Pictures,2015-01-09,2015,36889069.20400227,115100887.62834093,0.0
Sisters,Tina Fey|Amy Poehler|John Leguizamo|Ike Barinholtz|Maya Rudolph,Jason Moore,sister sister relationship|childhood home,118.0,Comedy,Little Stranger,2015-12-18,2015,27599987.8560053,96610126.2515444,69010138.3955391
Project Almanac,Jonny Weston|Virginia Gardner|Sofia Black-D'Elia|Sam Lerner|Allen Evangelista,Dean Israelite,time travel|time machine|teenager|found footage,106.0,Science Fiction|Thriller,Paramount Pictures|MTV Films|Platinum Dunes|Insurge Pictures,2015-01-30,2015,11039995.1424021,29668368.6659177,18628373.523515597
Absolutely Anything,Simon Pegg|Kate Beckinsale|Rob Riggle|Sanjeev Bhaskar|Joanna Lumley,Terry Jones,london|alien|teacher|talking animal|super powers,85.0,Comedy|Science Fiction,Premiere Picture|Bill and Ben Productions|GFM films,2015-06-26,2015,36889069.20400227,4774472.21923222,4774472.21923222
The Transporter Refueled,Ed Skrein|Ray Stevenson|Loan Chabanol|Gabriella Wright|Tatjana PajkoviÄ‡,Camille Delamarre,transporter|sequel|suspense|car|bank heist,96.0,Thriller|Action|Crime,EuropaCorp,2015-09-03,2015,22999989.8800044,66819266.9995225,43819277.1195181
Crimson Peak,Mia Wasikowska|Jessica Chastain|Tom Hiddleston|Charlie Hunnam|Jim Beaver,Guillermo del Toro,haunted house|mining|murder|spitting blood|gothic,119.0,Mystery|Thriller|Fantasy|Horror|Drama,Legendary Pictures,2015-10-13,2015,50599977.7360098,68705406.0096213,18105428.27361151
Everly,Salma Hayek|Hiroyuki Watanabe|Jennifer Blanc|Togo Igawa|Caroline Chikezie,Joe Lynch,assassin|mob boss,90.0,Thriller|Action,"Crime Scene Pictures|Radius-TWC|Anonymous Content|Vega, Baby!",2015-01-23,2015,36889069.20400227,115100887.62834093,0.0
Magic Mike XXL,Channing Tatum|Matt Bomer|Joe Manganiello|Kevin Nash|Adam RodrÃ­guez,Gregory Jacobs,male friendship|strip club|road trip|strip tease|strip,115.0,Comedy|Drama|Music,Warner Bros.|Iron Horse Entertainment (II),2015-07-01,2015,13615994.0089626,112619962.887216,99003968.8782534
Paranormal Activity: The Ghost Dimension,Chris J. Murray|Brit Shaw|Ivy George|Lauren Frandsen|Tyler Craig,Gregory Plotkin,terror|supernatural|sequel|demon|found footage,88.0,Horror|Thriller,Paramount Pictures|Blumhouse Productions,2015-10-21,2015,9199995.95200178,71851557.1453148,62651561.19331302
Slow West,Michael Fassbender|Kodi Smit-McPhee|Ben Mendelsohn|Caren Pistorius|Rory McCann,John Maclean,fire|bounty hunter|shotgun|horseback riding|horse,84.0,Romance|Thriller|Western,The New Zealand Film Commission|Film4|See Saw Films|DMC Films,2015-04-16,2015,36889069.20400227,210766.387262789,210766.387262789
Trumbo,Bryan Cranston|Diane Lane|Helen Mirren|Elle Fanning|Louis C.K.,Jay Roach,screenwriter|communist|biography|film history|hollywood,124.0,Drama,Groundswell Productions|Inimitable Pictures|ShivHans Pictures,2015-10-27,2015,13799993.9280026,7576804.78620589,-6223189.14179671
Secret in Their Eyes,Chiwetel Ejiofor|Nicole Kidman|Julia Roberts|Dean Norris|Lyndon Smith,Billy Ray,fbi|missing child,111.0,Crime|Drama|Mystery,Ingenious Media|Gran Via Productions|IM Global|Route One Films,2015-10-14,2015,17939992.1064034,29614535.8096042,11674543.703200802
Mistress America,Greta Gerwig|Lola Kirke|Charlie Gillette|Dean Wareham|Heather Lind,Noah Baumbach,comedy,84.0,Comedy,RT Features,2015-08-14,2015,36889069.20400227,2300395.50782597,2300395.50782597
The SpongeBob Movie: Sponge Out of Water,Tom Kenny|Bill Fagerbakke|Rodger Bumpass|Clancy Brown|Carolyn Lawrence,Paul Tibbitt,ocean|sea|star|water|comedy,93.0,Family|Animation,Paramount Pictures|Nickelodeon Movies|Nickelodeon Animation Studios|United Plankton Pictures|Disruption Entertainment,2015-02-05,2015,68079970.0448131,286666383.306791,218586413.2619779
True Story,Jonah Hill|James Franco|Felicity Jones|Maria Dizzia|Ethan Suplee,Rupert Goold,,100.0,Crime|Drama|Mystery,Plan B Entertainment|Regency Enterprises|New Regency Pictures,2015-04-17,2015,36889069.20400227,4342117.4894683,4342117.4894683
Max,Thomas Haden Church|Josh Wiggins|Lauren Graham|Robbie Amell|Mia Xitlali,Boaz Yakin,afghanistan|war|based on true story|rescue|betrayal,111.0,Adventure|Drama|Family,Sunswept Entertainment|Warner Bros.|Metro-Goldwyn-Mayer (MGM),2015-06-26,2015,18399991.9040035,40449856.802063,22049864.898059502
Shaun the Sheep Movie,Justin Fletcher|Omid Djalili|Richard Webber|Kate Harbour|Tim Hands,Mark Burton|Richard Starzack,countryside|sheep|based on tv series|memory loss|hospital,85.0,Family|Animation|Comedy|Adventure,Aardman Animations|Studio Canal|Anton Capital Entertainment (ACE),2015-02-05,2015,36889069.20400227,54923975.8334506,54923975.8334506
Louder Than Bombs,Gabriel Byrne|Isabelle Huppert|Jesse Eisenberg|Devin Druid|Amy Ryan,Joachim Trier,usa|brother brother relationship|father-son relationship|car accident|death of mother,109.0,Drama,Motlys|Arte France CinÃ©ma|Animal Kingdom,2015-05-18,2015,10119995.5472019,115100887.62834093,-10119995.5472019
A Perfect Day,Olga Kurylenko|Benicio del Toro|Tim Robbins|MÃ©lanie Thierry|Fedja Stukan,Fernando LeÃ³n de Aranoa,road movie,106.0,Comedy|Drama,Reposado Producciones|TelevisiÃ³n EspaÃ±ola (TVE)|Mediapro,2015-08-28,2015,36889069.20400227,1566237.67085542,1566237.67085542
The Gunman,Sean Penn|Jasmine Trinca|Javier Bardem|Ray Winstone|Mark Rylance,Pierre Morel,assassin|hitman,115.0,Action|Drama|Crime,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),2015-02-16,2015,36799983.8080071,9811564.7629115,-26988419.0450956
Unfriended,Shelley Hennig|Moses Jacob Storm|Renee Olstead|William Peltz|Jacob Wysocki,Levan Gabriadze,computer|bullying|revenge|internet|violence,82.0,Horror|Thriller,Bazelevs Production|Blumhouse Productions,2015-04-17,2015,919999.595200178,57851497.3453411,56931497.75014092
Hot Pursuit,Reese Witherspoon|SofÃ­a Vergara|Michael Mosley|John Carroll Lynch|Richard T. Jones,Anne Fletcher,texas|prisoner|cop|drug cartel|on the run,87.0,Action|Crime|Comedy,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Pacific Standard,2015-05-08,2015,32199985.8320062,47545763.9998638,15345778.167857602
Insidious: Chapter 3,Dermot Mulroney|Stefanie Scott|Lin Shaye|Leigh Whannell|Angus Sampson,Leigh Whannell,sequel,97.0,Drama|Horror|Thriller,Sony Pictures,2015-06-04,2015,9199995.95200178,95959500.6978197,86759504.74581791
Z for Zachariah,Margot Robbie|Chiwetel Ejiofor|Chris Pine,Craig Zobel,love triangle|based on novel|jealousy|radiation|tractor,97.0,Drama|Science Fiction|Thriller,Palomar Pictures|Lucky Hat Entertainment|Silver Reel|Material Pictures|Zik Zak Kvikmyndir,2015-08-13,2015,36889069.20400227,109004.312038102,109004.312038102
Dragonheart 3: The Sorcerer's Curse,Julian Morris|Tamzin Merchant|Jassa Ahluwalia|Ben Kingsley|Jonjo O'Neill,Colin Teague,magic|wall|druid|knight|dragon,97.0,Action|Adventure|Fantasy,Raffaella Productions,2015-02-24,2015,36889069.20400227,115100887.62834093,0.0
The Lady in the Van,Maggie Smith|Alex Jennings|Frances de la Tour|Gwen Taylor|Dominic Cooper,Nicholas Hytner,based on novel|biography|based on true story,104.0,Comedy|Drama,BBC Films|TriStar Productions,2015-11-13,2015,5519997.57120106,38076655.2862716,32556657.715070542
Victor Frankenstein,James McAvoy|Daniel Radcliffe|Jessica Brown Findlay|Andrew Scott|Charles Dance,Paul McGuigan,london|frankenstein|human experiment|reanimated corpse|frankenstein's monster,109.0,Drama|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Moving Picture Company (MPC)|TSG Entertainment,2015-11-10,2015,36799983.8080071,31489100.3047958,-5310883.503211297
Brothers of the Wind,Manuel Camacho|Jean Reno|Tobias Moretti|Eva Kuen,Gerado Olivares|Otmar Penker,eagle|learning to fly|eagle's feather|father son conflict|bird's nest,98.0,Adventure|Drama|Family,Terra Mater Factual Studios,2015-12-24,2015,36889069.20400227,115100887.62834093,0.0
Anomalisa,Jennifer Jason Leigh|David Thewlis|Tom Noonan,Duke Johnson|Charlie Kaufman,sex|depression|existentialism,90.0,Animation|Comedy|Drama|Romance,Starburns Industries,2015-12-30,2015,7359996.76160142,3458541.59824169,-3901455.16335973
Bone Tomahawk,Kurt Russell|Richard Jenkins|Matthew Fox|Lili Simmons|Sean Young,S. Craig Zahler,poison|prisoner|murder|rifle|gore,132.0,Horror|Western|Adventure|Drama,Caliber Media Company|The Fyzz Facility|Realbuilder Productions,2015-10-23,2015,1655999.27136032,115100887.62834093,-1655999.27136032
Regression,Ethan Hawke|Emma Watson|Aaron Ashmore|Devon Bostick|David Thewlis,Alejandro AmenÃ¡bar,investigation|memory loss,106.0,Horror|Mystery|Thriller,The Weinstein Company|HimenÃ³ptero|First Generation Films|Mod Producciones|FilmNation Entertainment,2015-10-01,2015,36889069.20400227,16257405.7667414,16257405.7667414
